Product_Link,Review,Rating
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,If you need a phone for smooth experience and camera just go for it.,5
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Heating issues. Hopefully Google solves it soon,4
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Was the first to get 7a, it is a bit OverPriced but as good as pixel 7. Way better than 6a.",5
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"This is a perfect replacement for OnePlus 6 and Pixel 4a! Am super excited and happy. The built quality is top notch, photo and video recording quality are excellent. Got first security update once I got connected to the network. Go for it.",5
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Nice mobile with some pros and cons
Clean UI nice experience camera good one
Battery backup is good but charging very slow
Charging time is frustrating for mi one plus or other fast charging phone users
Over heating problem in frame",4
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Camera 💯,4
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"I used this phone almost 1 month
-phone performance is good, Clean UI so many features are available
-Main key point is camera, its very good
-they should have provide also 256GB storage, who will take more photos and vidoes 128gb is not enough
- Main they have to improve Battery, it's minus point to this phone, for normal usage it will come one day, but if u use more camera it will come half day
*Note: If you want good camera you can buy this phone, it's Awesome, you can find my photos",3
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,Very nice camera 📸🤩,5
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Phone design is good. Stock android works smoothly. Camera is awesome. But No pro mode in camera. 😐

Problem - As mentioned by others, heating issue is there in the side panels. I hope Google will fix the issue.

Update:
Disabled Adaptive Charging option, reduced the heating issue.
Setup - Battery - Adaptive preferences - Disable Adaptive Battery.",4
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"I'm writing this review after 10 days of heavy usage.
First let's talk about problems.
1) Heating little more than other phones in this range.

2) Hanging, I am seeing extreme level of hanging in this phone. Recently I took a screenshot and the phone just hang there and nothing was working, after some try I used voice assistant to power off my device and now it works perfectly normal. I'm afraid this issue can be repeated.

3) network problem, and this one is very common in pixel 7 series phones.

Other than that everything works just fine and I'm happy about it. But Google has failed to solved some basic issues like hanging, network issues and battery life.",3
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,I loved this! The camera is a beast if you know how to use it. Performance is also good for the price. The features are loaded in this phone that's something wow!! Overall best mid range yet flagship phone I would say. Camera is a top notch at this range of mobiles!,5
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Osm camera❤️
Just looking like a wow 😉

Thanks google 🌹❤️",5
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Great camera , good battery ( sometimes stays for more than a day), great software and best overall experience if you don't consider gaming as this heats up alot but without gaming it's best as per daily uses and multi tasking with loads of ai.",5
https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=google+pixel+8&store=tyy%2F4io&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&iid=en_ewBSUuH8qPeAhJMufpBaIm5Tmo7Cc9hjdrAUHt9rXRtInqksGt5UHhPGKEjKHth-tOuIgXphubz5QYUfuLWtjfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=zj6tbnwnvk0000001729618782857&qH=cb4644edceff5a2b,"Superb, phone of google pixel A series",5
